STATEFIPS,STATE,zipcode,Returns_pct1,Returns_pct2,Returns_pct3,Returns_pct4,Returns_pct5,Returns_pct6,total
34,NJ,7201,50.69,30.15,11.23,4.62,3.08,0.23,13000
34,NJ,7202,46.61,30.06,13.45,5.59,3.98,0.31,19330
34,NJ,7203,37.13,28.64,16.35,8.49,8.49,0.9,11070
34,NJ,7204,29.57,22.75,17.83,11.45,16.09,2.32,6900
34,NJ,7205,35.3,27.1,16.86,9.44,9.71,1.59,11330
34,NJ,7206,54.55,29.79,9.78,3.67,2.22,0,13090
34,NJ,7208,42.95,28.46,13.43,6.32,7.38,1.46,15040
34,NJ,7302,13.86,12.98,14.7,13.02,26.21,19.22,25030
34,NJ,7304,43.81,28.23,12.79,6.98,6.98,1.22,22210
34,NJ,7305,43.05,26.7,13.23,6.68,8.18,2.16,30080
34,NJ,7306,38.32,23.82,15,10.34,10.57,1.95,26200
34,NJ,7307,37.06,26.01,15.9,9.13,9.83,2.07,21260
34,NJ,7310,14.45,11.05,14.73,15.16,26.91,17.71,7060
34,NJ,7311,7.14,8.93,12.5,16.07,33.93,21.43,560
34,NJ,7401,24.38,10,9.38,7.5,20.63,28.13,3200
34,NJ,7403,28.02,17.74,15.17,12.34,21.85,4.88,3890
34,NJ,7405,25.71,14.62,12.64,10,22.31,14.73,9100
34,NJ,7407,32.64,24.91,16.32,10.57,13.87,1.7,10600
34,NJ,7410,25.12,15.86,14.04,10.9,25.18,8.9,16520
34,NJ,7416,33.33,23.91,15.22,11.23,14.49,1.81,2760
34,NJ,7417,25,10.45,8.77,6.72,17.91,31.16,5360
34,NJ,7418,28.32,15.93,13.27,12.39,24.78,5.31,1130
34,NJ,7419,26.54,20.59,16.14,13.38,19.75,3.61,4710
34,NJ,7420,29.27,20.33,15.04,14.23,19.11,2.03,2460
34,NJ,7421,26.4,17.42,15.73,13.2,22.19,5.06,3560
34,NJ,7422,26.23,20.06,16.98,14.2,19.75,2.78,3240
34,NJ,7423,19.9,8.9,8.38,6.81,21.99,34.03,1910
34,NJ,7424,28.81,20.61,15.77,10.69,18.35,5.78,12810
34,NJ,7430,24.25,15.17,13.27,10.27,22.35,14.69,12660
34,NJ,7432,25.07,15.88,13.09,10.58,25.07,10.31,3590
34,NJ,7435,26.4,15.2,12.8,12,24,9.6,1250
34,NJ,7436,24.51,12.5,10.71,9.58,28.25,14.45,6160
34,NJ,7438,26.25,15.89,13.04,10.71,26.79,7.32,5600
34,NJ,7439,26.45,22.31,16.53,12.4,19.83,2.48,1210
34,NJ,7440,28.7,17.39,12.17,10.87,23.48,7.39,2300
34,NJ,7442,27.26,18.58,16.28,11.68,21.77,4.42,5650
34,NJ,7444,24.25,15.45,14.62,11.46,23.59,10.63,6020
34,NJ,7446,24.4,12.4,10.67,8.67,22.8,21.07,7500
34,NJ,7450,22.33,9.66,8.3,6.84,20.69,32.18,10970
34,NJ,7452,20.67,9.31,8.01,6.89,24.39,30.73,5370
34,NJ,7456,23.3,14.46,13.44,11.22,27.04,10.54,5880
34,NJ,7457,21.79,18.38,18.38,13.25,22.65,5.56,2340
34,NJ,7458,24.23,10.2,7.47,5.83,16.76,35.52,5490
34,NJ,7460,24.24,16.36,16.36,14.55,23.03,5.45,1650
34,NJ,7461,31.2,19.74,14.22,11.14,20.07,3.64,9070
34,NJ,7462,31.38,21.7,16.72,11.44,15.84,2.93,3410
34,NJ,7463,23.58,14.74,12.21,10.11,28.84,10.53,4750
34,NJ,7465,24.55,16.77,14.67,13.47,24.55,5.99,3340
34,NJ,7470,25.26,14.98,12.24,10.21,23.86,13.45,25570
34,NJ,7480,26.75,16.18,15.29,12.1,23.57,6.11,7850
34,NJ,7481,23.48,9.72,8.84,7.7,21.34,28.91,7920
34,NJ,7501,61.14,28.34,6.77,2.1,1.51,0.13,15210
34,NJ,7502,46.96,30.53,11.77,5.43,4.79,0.52,7730
34,NJ,7503,52.41,30.35,10.3,3.81,2.91,0.22,8930
34,NJ,7504,49.85,30.85,10.67,4.53,3.8,0.29,6840
34,NJ,7505,61.4,28.07,7.02,3.51,0,0,1140
34,NJ,7506,29.11,21.2,15.92,10.85,18.36,4.56,9860
34,NJ,7508,36.88,24.7,13.46,8.09,12.52,4.34,11740
34,NJ,7512,27.91,19.59,16.27,10.91,19.41,5.91,5410
34,NJ,7513,54.68,32.42,9.19,2.42,1.29,0,6200
34,NJ,7514,51.61,31.61,10,3.76,3.01,0,9300
34,NJ,7522,58.9,29.2,8.24,2.44,1.22,0,9830
34,NJ,7524,58.32,30.95,7.15,2.33,1.24,0,6430
34,NJ,7601,34.95,25.08,16.37,9.7,11.56,2.34,23090
34,NJ,7603,32.57,22.48,15.14,11.7,15.37,2.75,4360
34,NJ,7604,26.42,19.29,14.26,10.7,22.37,6.97,6170
34,NJ,7605,29.18,16.94,12.47,9.18,19.76,12.47,4250
34,NJ,7606,36.69,27.34,16.55,7.19,10.07,2.16,1390
34,NJ,7607,26.56,18.11,16.7,11.27,21.73,5.63,4970
34,NJ,7620,21.59,12.5,10.23,7.95,14.77,32.95,880
34,NJ,7621,31.63,20.57,14.2,10.18,18.37,5.05,13660
34,NJ,7624,26.21,13.49,10.69,8.65,20.61,20.36,3930
34,NJ,7626,24.05,13.67,11.14,10.13,21.27,19.75,3950
34,NJ,7627,23.21,11.16,8.93,6.7,20.54,29.46,2240
34,NJ,7628,28.23,18.17,14.86,10.97,23.2,4.57,8750
34,NJ,7630,24.58,13.56,12.15,9.89,26.27,13.56,3540
34,NJ,7631,34.07,22.31,13.1,8.29,12.89,9.35,14120
34,NJ,7632,20.61,11.45,9.16,9.16,19.47,30.15,2620
34,NJ,7640,22.97,10.81,10.36,8.56,25.23,22.07,2220
34,NJ,7641,22.56,10.37,9.15,7.93,20.73,29.27,1640
34,NJ,7642,26.36,11.87,10.06,8.45,26.36,16.9,4970
34,NJ,7643,34.14,24.12,17.25,10.02,12.43,2.04,5390
34,NJ,7644,37,27.89,16.5,8.64,8.8,1.18,12730
34,NJ,7645,22.91,12.65,10.74,8.83,23.63,21.24,4190
34,NJ,7646,25.96,19.3,15.79,11.46,21.29,6.2,8550
34,NJ,7647,29.29,16.32,13.39,9.62,23.01,8.37,2390
34,NJ,7648,25,16.29,12.12,8.71,21.59,16.29,2640
34,NJ,7649,21.23,12.02,10.23,8.18,24.3,24.04,3910
34,NJ,7650,42.61,23.15,13.26,7.17,10.33,3.48,9200
34,NJ,7652,25.86,15.75,12.62,9.87,22.73,13.17,12760
34,NJ,7656,24.77,13.74,11.04,9.46,25,15.99,4440
34,NJ,7657,35.3,22,14.42,9.98,14.05,4.25,5410
34,NJ,7660,31.6,23.29,15.88,10.24,15.13,3.86,6740
34,NJ,7661,23.68,14.57,12.02,10.2,26.05,13.48,5490
34,NJ,7662,27.48,19.87,16.56,12.25,19.87,3.97,3020
34,NJ,7663,26.68,21.45,15.55,12.33,19.97,4.02,7460
34,NJ,7666,28.76,17.04,13.16,10.02,19.51,11.51,19370
34,NJ,7670,24.56,10.14,9.03,6.66,17.75,31.85,6310
34,NJ,7675,25.15,13.86,11.29,9.47,23.03,17.2,13200
34,NJ,7676,22.86,13.03,11.54,10.68,27.56,14.32,4680
34,NJ,7677,23.33,9.67,8.67,6.67,18.67,33,3000
34,NJ,7701,30.1,18.65,13.21,9.45,18.33,10.25,12490
34,NJ,7702,24.51,10.78,10.29,7.84,25.49,21.08,2040
34,NJ,7704,26.16,7.89,7.17,6.81,20.07,31.9,2790
34,NJ,7711,25.3,16.87,13.25,9.64,20.48,14.46,830
34,NJ,7712,35.29,22.54,12.7,8.42,14.22,6.84,20320
34,NJ,7716,27.25,17.09,13.63,9.47,19.86,12.7,4330
34,NJ,7717,24.77,18.35,17.43,9.17,17.43,12.84,1090
34,NJ,7718,28.16,18.04,13.92,11.71,23.42,4.75,3160
34,NJ,7719,30.3,18.47,13.62,10.38,18.3,8.94,11750
34,NJ,7720,30.04,26.61,15.88,9.01,12.88,5.58,2330
34,NJ,7721,29.7,23.03,16.97,10.91,16.97,2.42,1650
34,NJ,7722,26.92,11.74,9.51,7.09,18.22,26.52,4940
34,NJ,7723,29.27,19.51,14.63,7.32,14.63,14.63,410
34,NJ,7724,30.15,20.61,14.44,9.12,18.16,7.52,11840
34,NJ,7726,27.63,15.06,11.3,9.12,23.73,13.16,22040
34,NJ,7727,28.32,18.62,13.52,9.18,20.15,10.2,3920
34,NJ,7728,32.6,17.33,12.03,8.76,19.76,9.53,27180
34,NJ,7730,28.56,17.32,13.42,11.24,23.97,5.5,8720
34,NJ,7731,30.75,17.16,12.61,10.78,23.34,5.36,19580
34,NJ,7732,28.57,20.82,16.33,11.43,15.92,6.94,2450
34,NJ,7733,23.23,11.48,9.03,7.48,21.42,27.35,7750
34,NJ,7734,39.17,24.37,14.62,9.39,11.37,1.08,5540
34,NJ,7735,32.37,22.33,15.92,11.43,16.03,1.92,9360
34,NJ,7737,30.48,16.19,13.81,10.95,20.48,8.1,2100
34,NJ,7738,26.85,9.73,8.39,7.38,25.84,21.81,2980
34,NJ,7739,23.84,10.26,8.28,7.28,23.51,26.82,3020
34,NJ,7740,42.59,24.39,12.53,7,9.8,3.68,13570
34,NJ,7746,25.53,11.37,9.48,8.58,24.64,20.4,8970
34,NJ,7747,26.89,16.3,14.01,10.72,23.53,8.56,15770
34,NJ,7748,26.65,14.37,12.43,9.63,23.85,13.07,13920
34,NJ,7750,24.29,11.86,11.86,9.6,19.77,22.6,1770
34,NJ,7751,26.4,12.79,9.15,8,24.01,19.65,9620
34,NJ,7753,33.77,23.09,15.39,10.39,14.46,2.89,20400
34,NJ,7755,30.99,16.61,11.5,10.86,22.04,7.99,3130
34,NJ,7756,31.14,22.75,15.57,8.98,14.97,6.59,1670
34,NJ,7757,28.13,14.93,12.85,9.38,21.88,12.85,2880
34,NJ,7758,28.93,16.94,14.46,11.16,22.73,5.79,2420
34,NJ,7760,25.27,11.11,8.5,6.97,16.12,32.03,4590
34,NJ,7762,27.92,16.67,14.38,9.79,18.13,13.13,4800
34,NJ,7764,29.88,15.98,13.02,10.36,21.01,9.76,3380
34,NJ,7801,41.28,27.92,12.96,7.2,9.12,1.52,12500
34,NJ,7803,27.45,21.08,16.67,13.24,19.12,2.45,2040
34,NJ,7820,30,20,20,0,30,0,100
34,NJ,7821,25.69,15.97,13.19,10.65,24.77,9.72,4320
34,NJ,7822,30.19,15.09,13.21,9.43,24.53,7.55,530
34,NJ,7823,31.96,21.21,14.88,11.85,17.36,2.75,3630
34,NJ,7825,26.95,17.82,13.59,12.25,23.39,6.01,4490
34,NJ,7826,27.06,19.8,15.18,12.54,21.12,4.29,3030
34,NJ,7827,31.69,21.31,16.94,12.02,15.3,2.73,1830
34,NJ,7828,27.22,22.78,15.98,10.21,18.2,5.62,6760
34,NJ,7830,23.64,12.46,10.54,9.27,22.36,21.73,3130
34,NJ,7832,31.35,16.76,14.59,10.27,22.16,4.86,1850
34,NJ,7834,22.5,14.13,13.04,10.87,25.22,14.24,9200
34,NJ,7836,25.09,15.92,12.46,10.03,23.7,12.8,5780
34,NJ,7838,29.41,17.06,12.94,11.18,23.53,5.88,1700
34,NJ,7840,27.89,20.33,14.38,10.64,20.47,6.29,14950
34,NJ,7843,27.63,21.19,17.29,12.71,18.31,2.88,5900
34,NJ,7847,28.26,21.74,17.39,11.96,17.39,3.26,920
34,NJ,7848,30.04,18.83,15.25,8.97,19.28,7.62,2230
34,NJ,7849,24.94,18.31,15.1,10.98,22.88,7.78,4370
34,NJ,7850,29.64,19.76,15.87,12.28,19.46,2.99,3340
34,NJ,7851,26.32,21.05,15.79,10.53,26.32,0,190
34,NJ,7852,30.65,16.08,12.06,10.55,20.6,10.05,1990
34,NJ,7853,24.46,10.91,9.09,8.1,26.94,20.5,6050
34,NJ,7856,22.48,18.22,18.6,13.18,21.71,5.81,2580
34,NJ,7857,34.68,26.01,16.76,10.4,10.98,1.16,1730
34,NJ,7860,29.28,19.22,14.39,11.56,20.55,4.99,12020
34,NJ,7863,30.39,18.63,15.69,12.75,19.61,2.94,2040
34,NJ,7865,24.8,19.2,14.4,12,20.8,8.8,1250
34,NJ,7866,25.46,17.2,13.03,11.47,25.28,7.56,11510
34,NJ,7869,24.04,13.08,10.96,8.91,22.65,20.36,12230
34,NJ,7871,25.25,11.87,10.65,9.13,26.06,17.04,9860
34,NJ,7874,27.91,18.9,15.82,11.65,21.98,3.74,4550
34,NJ,7876,25.14,13.7,12.38,11.26,27.58,9.94,5330
34,NJ,7878,24.07,14.81,16.67,14.81,24.07,5.56,540
34,NJ,7880,27.27,27.27,27.27,0,18.18,0,110
34,NJ,7882,30.43,20.34,15.01,10.38,19.35,4.49,7130
34,NJ,7885,30.68,23.05,14.43,10.95,17.74,3.15,6030
34,NJ,7901,24.26,12.22,9.44,7.41,16.02,30.65,10800
34,NJ,7920,22.5,9.61,9.99,8.01,21.21,28.68,13110
34,NJ,7921,18.78,15.38,15.38,11.76,25.11,13.57,4420
34,NJ,7922,22.41,10.87,9.51,7.98,23.6,25.64,5890
34,NJ,7924,25.83,12.5,9.17,6.94,17.5,28.06,3600
34,NJ,7926,25,9.09,6.82,9.09,20.45,29.55,440
34,NJ,7927,24.04,14.9,13.46,10.1,25.48,12.02,2080
34,NJ,7928,21.6,9,7.87,7.2,18.79,35.55,8890
34,NJ,7930,26.7,10.44,8.25,6.07,20.39,28.16,4120
34,NJ,7931,26.83,10.98,7.32,4.88,14.63,35.37,1640
34,NJ,7932,21.65,13.76,11.01,9.36,23.49,20.73,5450
34,NJ,7933,24.7,13.25,10.24,10.84,23.49,17.47,1660
34,NJ,7934,24,12,8,6.67,20,29.33,750
34,NJ,7935,21.43,10.71,10.71,10.71,17.86,28.57,280
34,NJ,7936,25.71,14.86,12.35,9.68,23.71,13.69,5990
34,NJ,7940,25.07,13.02,10.53,7.62,19.39,24.38,7220
34,NJ,7945,23.66,8.39,7.53,5.81,18.28,36.34,4650
34,NJ,7946,24.36,10.26,8.97,8.97,23.08,24.36,1560
34,NJ,7950,20.57,13.84,13.16,10.33,26.12,15.98,10260
34,NJ,7960,25.59,16.6,12.82,8.44,17.7,18.86,21690
34,NJ,7974,21.75,10.62,10.27,8.22,23.29,25.86,5840
34,NJ,7976,20.31,7.81,9.38,6.25,15.63,40.63,640
34,NJ,7977,31.25,18.75,10.42,8.33,12.5,18.75,480
34,NJ,7979,22.58,9.68,6.45,9.68,25.81,25.81,310
34,NJ,7980,28.69,15.57,12.3,9.84,19.67,13.93,1220
34,NJ,7981,23.98,13.62,13.41,10.57,25.41,13.01,4920
34,NJ,8001,27.12,20.34,16.95,11.86,23.73,0,590
34,NJ,8002,29.11,21.2,15.03,11.29,18.94,4.43,11510
34,NJ,8003,24.88,13.53,11.42,9.79,24.75,15.64,14710
34,NJ,8004,30.65,22.09,16.44,12.84,16.44,1.54,5840
34,NJ,8005,32.59,21.17,14.89,11.58,17.04,2.73,12090
34,NJ,8006,26.32,13.16,13.16,13.16,23.68,10.53,380
34,NJ,8007,30.56,22.62,17.06,11.51,16.27,1.98,2520
34,NJ,8008,28.78,16.63,12.9,10.42,20.1,11.17,4030
34,NJ,8009,28.81,21.42,15.54,11.61,19.16,3.47,6630
34,NJ,8010,34.79,28.9,15.78,8.94,10.27,1.33,5260
34,NJ,8012,31.18,22.47,16.17,11.23,16.59,2.36,19050
34,NJ,8014,30.77,23.08,19.23,15.38,11.54,0,260
34,NJ,8015,33.01,28.88,17.81,10.42,9.55,0.33,9210
34,NJ,8016,32.5,23.24,14.47,9.69,16.86,3.25,16310
34,NJ,8019,28.26,19.57,19.57,10.87,21.74,0,460
34,NJ,8020,25.19,16.03,16.79,12.21,22.9,6.87,1310
34,NJ,8021,38.15,29.7,15.03,7.83,8.31,0.98,22490
34,NJ,8022,24.37,15.97,14.5,11.55,24.16,9.45,4760
34,NJ,8023,37.5,29.17,16.67,16.67,0,0,240
34,NJ,8026,29.73,20.72,14.41,11.71,18.92,4.5,1110
34,NJ,8027,30.61,20.41,17.96,12.65,16.73,1.63,2450
34,NJ,8028,34.82,20.84,13.98,10.84,17.11,2.41,8300
34,NJ,8029,32.17,24.78,14.78,12.17,14.78,1.3,2300
34,NJ,8030,39.32,27.52,15.04,8.89,8.38,0.85,5850
34,NJ,8031,34.15,26.58,17.43,10.56,10.39,0.88,5680
34,NJ,8033,22.24,14.13,11.06,8.48,22.85,21.25,8140
34,NJ,8034,26.74,17.55,13.95,11.21,22.73,7.82,9460
34,NJ,8035,25.13,16.31,14.17,11.5,23.53,9.36,3740
34,NJ,8036,27.42,17.1,12.58,10,22.58,10.32,3100
34,NJ,8037,34.11,23.98,13.85,9.7,15.41,2.94,11550
34,NJ,8038,28.57,21.43,28.57,0,21.43,0,140
34,NJ,8041,31.91,14.89,12.77,10.64,21.28,8.51,470
34,NJ,8042,30.77,15.38,30.77,0,23.08,0,130
34,NJ,8043,25.46,17.48,13.98,10.27,20.26,12.55,14020
34,NJ,8045,39.57,27.34,15.83,8.63,8.63,0,1390
34,NJ,8046,35.81,28.2,17.19,9.77,8.35,0.68,16170
34,NJ,8048,29.66,20.75,12.64,9.08,19.12,8.75,6170
34,NJ,8049,31.8,26.82,18.01,10.73,11.49,1.15,2610
34,NJ,8050,33.41,19.27,14.76,11.11,18.03,3.42,12870
34,NJ,8051,29.78,22.61,16.54,10.85,17.28,2.94,5440
34,NJ,8052,30.31,29.81,18.66,10.07,10.46,0.69,10130
34,NJ,8053,25.41,17.4,15.17,11.46,22.55,8.01,23730
34,NJ,8054,25.02,18.7,15.82,11.42,20.53,8.5,22940
34,NJ,8055,24.23,13.91,11.61,9.82,25.73,14.7,13950
34,NJ,8056,21.36,10.91,10,9.55,31.36,16.82,2200
34,NJ,8057,27.04,13.57,10.03,7.47,18.78,23.11,10170
34,NJ,8059,32.53,23.53,16.61,11.42,14.88,1.04,2890
34,NJ,8060,30.29,24.43,15.55,10.75,16.12,2.85,12280
34,NJ,8061,22.3,13.51,14.86,12.16,31.08,6.08,1480
34,NJ,8062,27.34,13.74,9.91,8.59,24.83,15.59,7570
34,NJ,8063,32.17,26.57,16.08,11.89,13.29,0,1430
34,NJ,8064,28.57,21.43,28.57,0,21.43,0,140
34,NJ,8065,29.32,26.7,18.06,11.78,12.57,1.57,3820
34,NJ,8066,41.03,30.43,14.4,6.52,7.61,0,3680
34,NJ,8067,28.74,21.84,14.94,10.34,21.84,2.3,870
34,NJ,8068,33.86,29.11,15.82,9.81,10.44,0.95,3160
34,NJ,8069,39.85,29.07,13.53,7.68,8.78,1.1,5470
34,NJ,8070,30.49,23.62,15.58,11.89,16.42,2.01,5970
34,NJ,8071,29.83,21.46,15.88,12.23,17.38,3.22,4660
34,NJ,8072,40,24,12,12,12,0,250
34,NJ,8073,33.33,19.05,14.29,9.52,23.81,0,210
34,NJ,8075,31.61,22.82,15.21,10.61,16.68,3.07,14330
34,NJ,8077,25.64,18.13,14.62,11.23,23.89,6.49,9710
34,NJ,8078,32.07,27.27,17.42,11.11,11.36,0.76,3960
34,NJ,8079,41.85,23.13,12.78,7.93,12.56,1.76,4540
34,NJ,8080,28.26,17.22,13.67,10.76,22.66,7.43,18580
34,NJ,8081,33.08,21.55,14.52,10.9,17.05,2.9,23760
34,NJ,8083,31.86,23.85,16.83,9.82,15.43,2.2,4990
34,NJ,8084,31.21,24.57,15.32,10.98,15.61,2.31,3460
34,NJ,8085,26.14,15.4,12.04,10.74,26.79,8.89,9220
34,NJ,8086,27.63,21.08,18.27,12.18,17.33,3.51,4270
34,NJ,8087,33.36,22.77,16.18,11.34,14.43,1.92,11990
34,NJ,8088,30.01,18.2,14.3,10.47,20.28,6.73,12030
34,NJ,8089,34.72,25.91,14.51,9.84,13.47,1.55,1930
34,NJ,8090,27.49,21.41,16.06,12.41,18.73,3.89,4110
34,NJ,8091,34.51,23.59,15.49,10.56,12.68,3.17,2840
34,NJ,8092,36.56,18.82,10.75,9.14,18.82,5.91,1860
34,NJ,8093,37.27,28.78,14.7,8.9,9.73,0.62,4830
34,NJ,8094,32.41,22.02,14.94,10.8,17.09,2.73,19070
34,NJ,8095,38.46,30.77,30.77,0,0,0,130
34,NJ,8096,31.01,23.05,15.96,11.73,15.68,2.57,17480
34,NJ,8097,28.22,22.09,14.72,12.88,19.63,2.45,1630
34,NJ,8098,29.08,18.91,14.18,11.35,21.04,5.44,4230
34,NJ,8102,61.62,27.68,5.9,2.58,2.21,0,2710
34,NJ,8103,58.92,29.12,8.35,2.26,1.35,0,4430
34,NJ,8104,62.37,29.07,6.45,1.41,0.7,0,8530
34,NJ,8105,58.33,31.75,7.51,1.73,0.69,0,11590
34,NJ,8106,30.1,22.18,16.83,10.69,18.02,2.18,5050
34,NJ,8107,36.96,25.31,15.64,8.59,11.66,1.84,6520
34,NJ,8108,24.28,19.7,16.72,12.89,21.09,5.32,9390
34,NJ,8109,34.34,25.02,16.33,10.12,12.6,1.6,11270
34,NJ,8110,43.91,31.18,13.05,7.01,4.53,0.32,9270
34,NJ,8201,36.22,24.66,14.84,9.44,12.72,2.12,5190
34,NJ,8202,24.36,15.38,11.54,10.26,20.51,17.95,780
34,NJ,8203,33.04,23.66,15.18,9.38,14.29,4.46,4480
34,NJ,8204,36.08,23.94,14.25,9.8,12.69,3.23,8980
34,NJ,8205,34.81,25.89,15.26,9.7,12.41,1.93,14020
34,NJ,8210,36.68,21.98,13.62,10.16,14.58,2.99,8370
34,NJ,8212,25,16.67,25,0,33.33,0,120
34,NJ,8215,35.86,23.26,15.19,9.69,13.57,2.42,6190
34,NJ,8221,30.49,15.38,12.91,10.71,18.13,12.36,3640
34,NJ,8223,29.91,18.75,16.52,11.16,18.3,5.36,2240
34,NJ,8224,32.14,25,17.86,10.71,14.29,0,280
34,NJ,8225,33.64,20.82,14.19,10.53,16.7,4.12,4370
34,NJ,8226,33.12,18.34,13.15,9.58,17.53,8.28,6160
34,NJ,8230,30.36,17.82,14.85,10.89,21.12,4.95,3030
34,NJ,8232,54.11,32.14,8.44,3.14,2.16,0,9240
34,NJ,8234,36.01,23.25,14.24,9.73,13.79,2.97,22190
34,NJ,8240,33.33,23.33,13.33,13.33,16.67,0,300
34,NJ,8241,29.51,18.03,18.03,9.84,21.31,3.28,610
34,NJ,8242,42.64,26.9,13.2,8.63,8.63,0,1970
34,NJ,8243,27.43,17.7,15.93,9.73,20.35,8.85,1130
34,NJ,8244,38.81,25.45,14.62,8.84,10.47,1.81,5540
34,NJ,8246,30.77,23.08,30.77,0,15.38,0,130
34,NJ,8247,28,16,10,10,24,12,500
34,NJ,8251,43.04,27.44,15.38,7.28,6.24,0.62,4810
34,NJ,8260,49.15,22.65,11.11,6.27,8.26,2.56,7020
34,NJ,8270,35.73,23.34,14.41,9.8,14.12,2.59,3470
34,NJ,8302,41.71,28.95,12.65,6.91,8.54,1.24,17790
34,NJ,8310,38.27,25.93,16.05,7.41,9.88,2.47,810
34,NJ,8311,38.3,24.47,15.96,10.64,10.64,0,940
34,NJ,8312,33.07,23.36,17.32,11.55,13.39,1.31,3810
34,NJ,8314,30.77,23.08,23.08,23.08,0,0,130
34,NJ,8316,36,20,16,12,16,0,250
34,NJ,8317,32.2,20.34,18.64,13.56,15.25,0,590
34,NJ,8318,32.05,21.64,14.77,10.91,16.78,3.86,5960
34,NJ,8319,26.98,20.63,17.46,12.7,22.22,0,630
34,NJ,8320,40,30,30,0,0,0,100
34,NJ,8322,31.3,19.92,14.23,11.79,19.51,3.25,4920
34,NJ,8323,30.56,19.44,13.89,13.89,22.22,0,360
34,NJ,8324,35,25,20,20,0,0,200
34,NJ,8326,35,32.5,15,10,7.5,0,800
34,NJ,8327,32.35,26.47,20.59,11.76,8.82,0,340
34,NJ,8328,31.82,25.76,15.15,12.12,15.15,0,660
34,NJ,8329,30.77,23.08,23.08,23.08,0,0,130
34,NJ,8330,34.94,25.07,15.27,10.09,12.75,1.87,13880
34,NJ,8332,40.11,26.22,14.39,8.32,9.76,1.19,15980
34,NJ,8340,27.27,22.73,15.91,13.64,20.45,0,440
34,NJ,8341,41.89,28.38,12.16,6.76,10.81,0,740
34,NJ,8343,27.68,20.54,15.18,10.71,20.98,4.91,2240
34,NJ,8344,33.21,25,16.43,9.64,13.93,1.79,2800
34,NJ,8345,38.89,25,19.44,8.33,8.33,0,360
34,NJ,8346,41.03,25.64,15.38,12.82,5.13,0,390
34,NJ,8348,28.57,21.43,35.71,0,14.29,0,140
34,NJ,8349,40.51,27.85,15.19,7.59,8.86,0,790
34,NJ,8350,35.14,21.62,18.92,10.81,13.51,0,370
34,NJ,8352,30.3,30.3,18.18,9.09,12.12,0,330
34,NJ,8353,34.62,19.23,15.38,15.38,15.38,0,260
34,NJ,8360,42.23,30.97,13.4,6.32,6.42,0.66,19630
34,NJ,8361,29.21,22.98,16.17,11.2,16.86,3.58,8660
34,NJ,8401,60.3,27.37,6.84,2.58,2.19,0.71,15490
34,NJ,8402,27.34,17.65,14.88,9.69,19.03,11.42,2890
34,NJ,8403,27.08,12.5,12.5,8.33,20.83,18.75,480
34,NJ,8406,40.12,24.44,13.03,7.54,11.2,3.67,4910
34,NJ,8501,25,13.72,9.76,11.59,25.3,14.63,3280
34,NJ,8502,23.14,10.66,8.05,6.44,22.74,28.97,4970
34,NJ,8505,24.7,21.27,16.54,11.82,20.62,5.05,9310
34,NJ,8510,27.73,13.03,9.66,7.98,23.53,18.07,2380
34,NJ,8511,26.53,24.49,18.37,10.2,20.41,0,490
34,NJ,8512,26.29,18.9,13.06,8.42,18.73,14.6,5820
34,NJ,8514,26.58,16.67,12.61,9.91,22.07,12.16,2220
34,NJ,8515,19.52,12.75,9.96,10.36,32.67,14.74,2510
34,NJ,8518,29.29,24.64,16.79,10,16.07,3.21,2800
34,NJ,8520,29.39,20.97,14.05,9.13,19.4,7.06,14020
34,NJ,8525,23.63,13.08,12.66,9.7,24.05,16.88,2370
34,NJ,8527,31.1,18.6,13.3,10.67,20.72,5.59,27360
34,NJ,8528,24,16,16,12,24,8,250
34,NJ,8530,23.99,16.67,14.65,11.87,20.2,12.63,3960
34,NJ,8533,30.99,20.47,12.28,9.06,22.22,4.97,3420
34,NJ,8534,22.94,11.23,9.18,8.39,25.32,22.94,6320
34,NJ,8535,27.91,13.57,9.3,6.59,21.71,20.93,2580
34,NJ,8536,19.08,16.03,14.83,13.2,23.45,13.41,9170
34,NJ,8540,21.21,12.69,9.34,7.59,21.45,27.72,20560
34,NJ,8542,29.48,23.7,11.56,6.36,15.03,13.87,1730
34,NJ,8550,20.31,9.72,7.86,6.55,24.02,31.55,9160
34,NJ,8551,27.84,13.75,8.59,8.93,21.65,19.24,2910
34,NJ,8553,25,12.5,15,10,20,17.5,400
34,NJ,8554,29.73,26.49,17.3,11.35,13.51,1.62,1850
34,NJ,8555,26.83,12.2,19.51,14.63,19.51,7.32,410
34,NJ,8558,21.1,8.38,7.23,5.2,19.65,38.44,3460
34,NJ,8559,23.89,14.98,12.96,11.34,23.08,13.77,2470
34,NJ,8560,22.41,11.49,12.07,10.34,27.59,16.09,1740
34,NJ,8561,41.18,17.65,17.65,0,23.53,0,170
34,NJ,8562,34.14,24.5,14.46,8.84,14.46,3.61,2490
34,NJ,8608,57.89,31.58,10.53,0,0,0,380
34,NJ,8609,54.74,32.46,8.6,2.63,1.58,0,5700
34,NJ,8610,34.86,27.52,16.4,9.45,10.74,1.03,15550
34,NJ,8611,54.73,31.28,8.85,2.98,1.85,0.31,9720
34,NJ,8618,44.54,27.83,12.74,6.5,7.41,0.98,15380
34,NJ,8619,27.02,21.21,17,11.95,19.11,3.7,11880
34,NJ,8620,26.98,19.71,14.86,11.63,22.46,4.36,6190
34,NJ,8628,22.5,22.5,17.88,14.23,18.65,4.23,5200
